,Date,Date,Date,Calories/100g
801672401.0,2,2019-06-23,2019-07-07,9283.0
801672601.0,2,2019-06-23,2019-06-30,3338.0
801672801.0,3,2019-06-30,2019-07-14,6048.0
801675201.0,95,2019-06-30,2021-04-25,296163.0
801675301.0,28,2019-06-23,2021-04-18,30259.0
801675701.0,56,2019-06-23,2021-04-25,61490.0
801675801.0,2,2019-07-21,2019-07-28,5134.0
801676001.0,93,2019-06-23,2021-04-25,225315.0
801676101.0,30,2019-06-23,2020-02-23,32428.0
801677201.0,95,2019-06-30,2021-04-25,248058.0
801677401.0,4,2019-06-23,2019-07-14,2590.0
801679901.0,2,2019-06-30,2019-07-14,1624.0
801680001.0,77,2019-06-23,2021-04-25,106750.0
801680201.0,3,2019-08-25,2019-09-08,2198.0
801680301.0,35,2019-06-02,2020-01-26,48283.0
801683601.0,38,2019-06-23,2021-03-28,17240.0
801683901.0,3,2019-08-18,2019-09-01,8947.0
801686601.0,3,2019-07-21,2019-08-04,2485.0
801687401.0,2,2019-07-21,2019-07-28,3048.0
801687501.0,5,2019-06-30,2019-08-25,16352.0
801687701.0,97,2019-05-26,2021-04-25,150411.0
801687801.0,92,2019-05-26,2021-04-25,39264.0
801687901.0,56,2019-05-26,2021-04-18,136424.0
801690801.0,86,2019-06-30,2021-04-25,90163.0
801691001.0,1,2019-08-18,2019-08-18,2935.0
801691301.0,33,2019-06-30,2020-03-15,40756.0
801691801.0,95,2019-06-30,2021-04-25,274412.0
801692001.0,7,2019-06-30,2019-10-06,6116.0
801692101.0,21,2019-06-30,2019-12-01,38109.0
801692301.0,8,2019-06-30,2019-09-29,4798.0
801692401.0,52,2019-06-30,2020-07-12,59763.0
801692601.0,87,2019-07-21,2021-04-25,245201.0
801692701.0,18,2019-07-21,2019-12-01,67256.0
801692801.0,9,2019-07-21,2020-01-12,20028.0
801697201.0,82,2019-08-18,2021-04-18,138147.0
801697501.0,3,2019-07-21,2019-08-04,995.0
801697601.0,2,2019-07-28,2019-08-04,2204.0
801697701.0,33,2019-07-21,2020-11-22,34061.0
801697801.0,89,2019-07-21,2021-04-25,75078.0
801698001.0,35,2019-07-21,2020-03-15,27660.0
801698201.0,64,2019-07-21,2021-04-25,56395.0
801698401.0,4,2019-07-28,2019-09-08,4057.0
801702301.0,4,2019-07-21,2019-08-11,8570.0
801702701.0,3,2019-08-25,2019-09-08,2027.0
801703101.0,2,2019-07-21,2019-07-28,1994.0
801703601.0,9,2019-07-21,2019-10-06,15271.0
801703801.0,8,2019-08-18,2019-11-24,8600.0
801707701.0,62,2019-07-21,2021-04-18,79312.0
801707801.0,4,2019-07-21,2019-08-11,3807.0
801708001.0,17,2019-07-21,2019-12-01,20408.0
801708201.0,2,2019-09-01,2019-09-08,1182.0
801708401.0,3,2019-07-21,2019-08-11,5690.0
801708501.0,81,2019-07-21,2021-04-25,268051.0
801708601.0,4,2019-08-18,2019-09-08,44709.0
801708701.0,19,2019-09-15,2020-09-13,35168.0
801709101.0,13,2019-09-15,2020-01-19,12238.0
801709201.0,2,2019-07-21,2019-07-28,9390.0
801709301.0,48,2019-11-17,2020-12-27,57600.0
801711501.0,10,2019-07-28,2019-10-06,12054.0
801711801.0,2,2019-07-21,2019-08-04,5312.0
801711901.0,64,2019-08-18,2021-04-25,56859.0
801712201.0,49,2019-08-25,2021-04-25,86044.0
801713801.0,4,2019-08-18,2019-09-08,2187.0
801714001.0,79,2019-06-30,2021-04-25,136010.0
801714101.0,61,2019-06-30,2021-04-25,79416.0
801714201.0,66,2019-06-23,2021-04-25,91790.0
801714301.0,80,2019-07-21,2021-04-25,58782.0
801714401.0,17,2019-08-18,2020-01-12,13314.0
801714501.0,58,2019-07-21,2021-04-25,30562.0
801714701.0,12,2019-07-21,2020-02-23,14776.0
801714801.0,86,2019-07-21,2021-04-25,350485.0
801714901.0,36,2019-07-28,2020-04-12,70456.0
801715101.0,2,2019-09-15,2019-09-22,3169.0
801715201.0,30,2019-09-22,2021-04-11,36455.0
801715501.0,55,2019-07-21,2020-11-29,136371.0
801715601.0,2,2019-08-18,2019-08-25,1373.0
801715701.0,47,2019-08-25,2020-09-06,88060.0
801715801.0,2,2019-09-15,2019-10-06,2820.0
801715901.0,3,2019-08-18,2019-09-29,4231.0
801716101.0,66,2019-08-04,2021-03-21,46522.0
801717801.0,11,2019-07-21,2019-11-03,11165.0
801717901.0,50,2019-07-28,2021-04-25,119626.0
801721401.0,2,2019-07-28,2019-08-04,2662.0
801722101.0,20,2019-08-18,2020-10-11,48809.0
801722301.0,29,2019-08-18,2020-04-19,54028.0
801722401.0,11,2019-09-15,2019-12-29,13892.0
801722501.0,3,2019-07-28,2019-08-11,7800.0
801726301.0,75,2019-08-18,2021-04-18,73574.0
801726501.0,3,2019-07-28,2019-08-11,3691.0
801726801.0,2,2019-07-28,2019-08-04,4227.0
801726901.0,50,2019-08-18,2021-04-25,51953.0
801729301.0,1,2019-09-15,2019-09-15,4262.0
801729501.0,10,2019-08-18,2019-11-24,7749.0
801729701.0,15,2019-08-18,2020-01-12,10985.0
801729801.0,63,2019-08-18,2021-04-25,56632.0
801730201.0,8,2019-08-18,2019-10-06,21794.0
801732901.0,19,2019-08-18,2020-02-09,14122.0
801733101.0,33,2019-09-15,2021-04-04,20024.0
801733201.0,8,2019-09-15,2019-11-03,16280.0
801733301.0,2,2019-10-13,2019-11-03,1684.0
801733401.0,18,2019-08-18,2020-01-12,15111.0
801733501.0,2,2019-09-29,2019-10-06,742.0
801733601.0,72,2019-09-15,2021-04-25,70615.0
801733701.0,3,2019-10-13,2019-10-27,6580.0
801733801.0,3,2019-09-15,2019-10-06,2248.0
801733901.0,29,2019-08-18,2020-03-15,30875.0
801734101.0,70,2019-08-18,2021-04-25,44420.0
801735301.0,43,2019-08-18,2020-11-08,107973.0
801735601.0,7,2019-08-25,2019-10-06,7797.0
801737801.0,4,2019-09-15,2019-10-06,7928.0
801739001.0,20,2019-08-18,2020-02-23,28790.0
801739101.0,9,2019-09-15,2020-02-16,17846.0
801739301.0,4,2019-09-15,2019-10-06,5098.0
801739401.0,82,2019-08-18,2021-04-25,102938.0
801739601.0,2,2019-09-15,2019-09-29,2659.0
801739701.0,3,2019-09-15,2019-09-29,1754.0
801739801.0,2,2019-08-18,2019-08-25,5619.0
801739901.0,41,2019-08-18,2021-02-14,31042.0
801741001.0,15,2019-08-18,2019-12-29,19663.0
801741301.0,32,2019-09-01,2021-01-31,97328.0
801741701.0,11,2019-08-18,2019-12-29,6485.0
801741901.0,20,2019-08-18,2020-03-22,73181.0
801742001.0,53,2019-08-18,2021-04-25,40219.0
801742101.0,4,2019-09-15,2019-10-06,5336.0
801742201.0,70,2019-08-18,2021-04-18,192577.0
801742301.0,24,2019-09-01,2020-08-16,33012.0
801743401.0,59,2019-08-18,2021-04-25,95264.0
801743501.0,7,2019-08-18,2019-09-29,21393.0
801744001.0,14,2019-08-18,2020-01-12,23039.0
801744101.0,54,2019-08-18,2021-03-28,72937.0
801744201.0,72,2019-07-21,2021-04-25,59662.0
801744301.0,11,2019-07-21,2019-10-06,18296.0
801744401.0,64,2019-07-21,2021-04-18,63626.0
801744501.0,2,2019-12-08,2019-12-15,3667.0
801744701.0,56,2019-07-21,2021-04-25,95450.0
801744801.0,66,2019-07-21,2021-04-25,39944.0
801747401.0,1,2019-08-18,2019-08-18,1794.0
801749201.0,3,2019-09-15,2019-09-29,7418.0
801749501.0,8,2019-08-18,2019-10-06,11226.0
801749601.0,52,2019-08-18,2021-03-28,80455.0
801749701.0,40,2019-08-25,2021-03-14,65869.0
801749901.0,30,2019-08-18,2020-05-31,59682.0
801750001.0,88,2019-08-18,2021-04-25,310809.0
801750201.0,4,2019-08-18,2019-09-08,2211.0
801755101.0,7,2019-08-25,2019-10-06,22634.0
801759301.0,2,2019-08-25,2019-09-01,2113.0
801764101.0,8,2019-09-15,2020-01-26,5633.0
801767501.0,4,2019-09-29,2019-11-03,5233.0
801767601.0,6,2019-09-15,2019-10-27,44497.0
801767701.0,2,2019-09-29,2019-10-06,3321.0
801768301.0,79,2019-09-15,2021-04-25,75316.0
801768501.0,68,2019-09-15,2021-04-25,56461.0
801768601.0,68,2019-09-15,2021-04-25,61025.0
801768701.0,5,2019-09-15,2019-10-27,8318.0
801768801.0,51,2019-09-15,2021-04-25,103980.0
801768901.0,14,2019-09-15,2020-03-22,23104.0
801769101.0,26,2019-09-15,2020-03-15,41056.0
801769201.0,43,2019-09-15,2020-07-05,150856.0
801769401.0,43,2019-09-22,2021-03-28,63812.0
801769601.0,7,2019-09-15,2019-12-01,9766.0
801769701.0,13,2019-09-22,2020-01-19,22564.0
801769801.0,3,2019-09-22,2019-10-06,4801.0
801770401.0,51,2019-09-22,2021-01-24,83119.0
801770601.0,4,2019-10-13,2019-11-03,8158.0
801770801.0,7,2019-10-13,2019-12-01,8812.0
801770901.0,2,2019-09-15,2019-09-22,1537.0
801771001.0,8,2019-09-15,2019-12-22,9770.0
801773501.0,3,2019-09-15,2019-11-10,1564.0
801773701.0,4,2019-09-15,2019-10-06,10482.0
801774801.0,59,2019-09-15,2021-04-11,44936.0
801775901.0,2,2019-09-15,2019-10-06,13962.0
801779201.0,2,2019-10-20,2019-10-27,4123.0
801780301.0,36,2019-09-22,2021-02-21,29825.0
801780401.0,35,2019-09-15,2020-08-09,53326.0
801780501.0,9,2019-09-15,2019-12-01,11544.0
801780601.0,44,2019-09-15,2021-04-25,87578.0
801781101.0,24,2019-09-15,2020-04-12,35358.0
801781301.0,3,2019-09-15,2019-10-06,14055.0
801784901.0,2,2019-10-13,2019-10-27,1424.0
801785301.0,4,2019-09-15,2019-10-06,12202.0
801785401.0,16,2019-10-13,2020-02-16,18246.0
801787801.0,54,2019-09-15,2021-01-31,221650.0
801790601.0,5,2019-09-29,2019-10-27,7963.0
801791001.0,42,2019-09-15,2020-11-08,47114.0
801791301.0,3,2019-10-20,2019-11-03,2165.0
801792301.0,76,2019-09-15,2021-04-25,60585.0
801792401.0,44,2019-09-15,2020-10-11,53647.0
801792501.0,15,2019-10-13,2020-02-23,10078.0
801792601.0,83,2019-09-22,2021-04-25,295579.0
801792801.0,33,2019-09-29,2020-09-13,38358.0
801796501.0,47,2019-09-22,2020-11-01,260175.0
801796701.0,63,2019-09-22,2021-04-25,43976.0
801798501.0,28,2019-10-13,2020-07-05,51806.0
801798801.0,3,2019-10-13,2019-10-27,12134.0
801800201.0,15,2019-10-13,2020-01-26,24746.0
801800301.0,60,2019-09-22,2021-04-25,76229.0
801800801.0,37,2019-09-22,2020-06-07,145552.0
801800901.0,38,2019-09-22,2020-08-09,57915.0
801801701.0,11,2019-09-22,2020-01-05,21120.0
801801801.0,28,2019-09-22,2020-08-09,8793.0
801801901.0,73,2019-09-29,2021-04-18,84302.0
801802101.0,67,2019-10-13,2021-04-25,204818.0
801802201.0,72,2019-09-22,2021-03-21,62215.0
801802401.0,75,2019-09-22,2021-04-18,74822.0
801802501.0,29,2019-09-22,2020-06-07,29904.0
801802601.0,3,2020-01-05,2020-01-19,5620.0
801802701.0,61,2019-10-13,2021-04-25,91330.0
801804101.0,57,2019-11-10,2021-04-25,66826.0
801804201.0,36,2019-10-06,2021-04-25,39631.0
801808901.0,31,2019-10-13,2021-04-25,38186.0
801809001.0,24,2019-09-29,2020-03-22,42073.0
801810301.0,30,2019-10-13,2020-07-05,27484.0
801811601.0,32,2019-10-13,2020-10-04,30769.0
801811901.0,12,2019-10-13,2020-11-01,13493.0
801812301.0,61,2019-09-22,2021-03-28,115675.0
801812501.0,79,2019-09-15,2021-04-25,96326.0
801812601.0,60,2019-10-13,2021-04-18,66655.0
801812701.0,79,2019-10-13,2021-04-25,341481.0
801812801.0,7,2019-10-13,2019-12-01,9483.0
801812901.0,7,2019-10-13,2020-02-23,24886.0
801813501.0,79,2019-10-13,2021-04-18,252331.0
801813701.0,39,2019-10-13,2020-11-08,89721.0
801815001.0,56,2019-10-13,2021-04-25,37741.0
801815201.0,4,2019-10-13,2019-11-03,4964.0
801818001.0,1,2020-08-23,2020-08-23,1441.0
801820401.0,2,2019-11-24,2019-12-01,2824.0
801820701.0,5,2020-01-12,2020-04-12,5365.0
801820901.0,2,2019-11-17,2019-11-24,1195.0
801821101.0,19,2019-10-13,2020-03-15,46010.0
801821301.0,5,2019-10-13,2019-12-08,6020.0
801822001.0,44,2019-10-13,2021-04-18,73787.0
801822201.0,5,2019-10-13,2019-12-01,8162.0
801822301.0,80,2019-10-13,2021-04-25,232729.0
801822401.0,20,2019-10-13,2020-03-22,33981.0
801822601.0,78,2019-10-13,2021-04-25,181142.0
801822701.0,8,2019-10-13,2019-12-01,14860.0
801823101.0,19,2019-10-13,2020-02-23,28499.0
801826001.0,23,2019-11-10,2020-11-08,21289.0
801829101.0,9,2020-02-02,2020-06-07,34356.0
801829201.0,10,2020-02-02,2020-05-03,19169.0
801829301.0,22,2019-11-10,2020-08-09,33387.0
801829501.0,23,2019-12-01,2020-12-06,32927.0
801829801.0,32,2019-10-13,2020-12-06,40329.0
801830001.0,60,2019-11-10,2021-04-25,71141.0
801832001.0,11,2019-10-20,2020-01-19,28008.0
801832501.0,9,2019-10-20,2019-12-22,23838.0
801832601.0,59,2019-10-13,2021-02-28,95538.0
801839201.0,6,2019-11-10,2020-03-22,6290.0
801840401.0,72,2019-11-10,2021-04-18,199400.0
801840701.0,55,2019-11-10,2021-04-25,86208.0
801843301.0,16,2019-11-10,2020-04-19,34613.0
801843601.0,76,2019-11-10,2021-04-25,173355.0
801843701.0,45,2019-11-10,2021-03-28,78856.0
801844901.0,21,2019-11-10,2020-07-05,34028.0
801853701.0,2,2020-02-02,2020-02-09,2835.0
801853901.0,69,2019-11-10,2021-04-25,58314.0
801854201.0,6,2019-11-10,2019-12-22,13897.0
801854401.0,3,2019-11-17,2019-12-01,3649.0
801855601.0,6,2020-02-02,2020-05-03,13362.0
801858101.0,46,2019-10-13,2021-04-25,74184.0
801858201.0,76,2019-10-13,2021-04-25,59154.0
801863301.0,9,2019-11-17,2020-05-17,14652.0
801864001.0,21,2019-11-17,2020-06-14,17638.0
801865101.0,19,2019-11-17,2020-04-05,29270.0
801865301.0,8,2020-02-02,2020-04-19,10599.0
801869401.0,11,2020-01-05,2020-04-19,14571.0
801869701.0,43,2019-12-08,2021-04-25,35129.0
801869901.0,6,2019-12-15,2020-01-26,19661.0
801870001.0,37,2020-02-02,2021-04-25,37940.0
801871001.0,5,2020-02-09,2020-03-22,10738.0
801871301.0,51,2019-12-08,2021-01-31,185588.0
801872901.0,16,2019-12-15,2020-07-05,12059.0
801874701.0,16,2019-12-08,2020-08-09,17433.0
801874801.0,59,2019-12-08,2021-04-25,45726.0
801875101.0,2,2020-05-10,2020-05-17,2246.0
801880801.0,31,2019-12-08,2021-03-21,64498.0
801881001.0,17,2019-12-08,2020-07-05,28786.0
801881101.0,59,2019-12-08,2021-04-25,71651.0
801883701.0,12,2020-02-02,2020-05-03,9161.0
801886801.0,23,2019-12-15,2020-09-13,51545.0
801891101.0,66,2019-12-08,2021-04-25,47438.0
801891201.0,8,2019-12-08,2020-01-26,11784.0
801891801.0,69,2019-12-15,2021-04-25,239476.0
801892201.0,6,2020-02-02,2020-03-22,21253.0
801892301.0,62,2019-12-08,2021-02-21,107299.0
801893001.0,19,2019-12-08,2020-09-06,31348.0
801899801.0,43,2019-11-10,2021-03-21,52233.0
801900001.0,11,2019-12-08,2020-02-16,9989.0
801900301.0,63,2019-12-15,2021-04-25,38752.0
801900501.0,54,2020-01-12,2021-04-18,173653.0
801900701.0,27,2020-01-05,2021-04-25,17466.0
801901201.0,55,2019-12-15,2021-04-25,165175.0
801901601.0,3,2020-01-05,2020-01-19,4305.0
801902001.0,22,2019-12-22,2020-06-14,19491.0
801903201.0,3,2019-12-15,2019-12-29,6708.0
801903301.0,35,2019-12-15,2021-01-24,61094.0
801903801.0,38,2019-12-15,2021-04-25,37438.0
801904101.0,51,2020-01-05,2021-04-18,43872.0
801904201.0,23,2020-01-05,2020-12-06,54136.0
801909001.0,9,2020-01-12,2020-03-15,3730.0
801911001.0,12,2020-01-12,2020-12-27,39839.0
801912801.0,7,2019-12-08,2020-02-23,5868.0
801913001.0,3,2020-01-05,2020-01-19,7971.0
801918801.0,18,2020-01-05,2020-05-17,75609.0
801919901.0,22,2020-01-05,2020-08-09,32949.0
801920001.0,64,2020-01-05,2021-04-25,73586.0
801920601.0,41,2020-01-05,2021-03-28,66374.0
801920701.0,2,2020-02-09,2020-02-16,1012.0
801923101.0,3,2020-01-05,2020-01-19,3615.0
801923601.0,55,2020-01-05,2021-04-25,120120.0
801923701.0,57,2020-01-05,2021-04-25,52146.0
801925101.0,56,2020-01-05,2021-04-25,61130.0
801926301.0,5,2020-01-12,2020-04-12,5045.0
801926501.0,15,2020-02-02,2020-09-13,14475.0
801926601.0,54,2020-03-01,2021-04-25,55565.0
801927201.0,6,2020-01-12,2020-02-16,5172.0
801927301.0,13,2020-01-12,2020-04-19,17453.0
801930001.0,34,2020-01-12,2020-09-13,54143.0
801932001.0,20,2020-02-02,2021-03-28,29255.0
801932101.0,50,2019-12-08,2021-04-25,58456.0
801932301.0,8,2020-02-02,2020-05-17,9133.0
801933301.0,46,2020-02-02,2021-04-25,95822.0
801934901.0,27,2020-02-02,2021-01-03,16456.0
801935001.0,63,2020-02-02,2021-04-25,93338.0
801935301.0,6,2020-02-02,2020-04-19,7373.0
801936101.0,3,2020-02-02,2020-02-16,5412.0
801937101.0,6,2020-02-02,2020-03-15,4596.0
801937601.0,24,2020-02-02,2020-08-30,31720.0
801939201.0,64,2020-02-02,2021-04-25,136343.0
801939301.0,12,2020-03-29,2020-06-14,6465.0
801939501.0,61,2020-02-02,2021-04-25,188997.0
801939801.0,61,2020-02-02,2021-04-25,114825.0
801940001.0,60,2020-02-02,2021-04-25,25334.0
801940201.0,57,2020-02-02,2021-04-25,156195.0
801940301.0,29,2020-02-02,2020-09-13,43732.0
801941101.0,54,2020-02-02,2021-04-25,47421.0
801941601.0,53,2020-02-02,2021-04-25,84965.0
801941701.0,6,2020-03-08,2020-05-17,2924.0
801941801.0,8,2020-02-02,2020-03-22,23124.0
801941901.0,45,2020-02-02,2021-04-25,30682.0
801942601.0,2,2020-03-15,2020-03-22,248.0
801942701.0,2,2020-02-09,2020-02-16,2446.0
801945201.0,52,2020-02-09,2021-04-25,30218.0
801945701.0,37,2020-02-09,2020-11-08,46492.0
801946801.0,48,2020-02-09,2021-04-25,52831.0
801946901.0,5,2020-02-09,2020-03-08,7927.0
801949101.0,51,2020-02-09,2021-04-18,68483.0
801949301.0,47,2020-02-09,2021-04-25,125437.0
801949501.0,16,2020-02-09,2020-06-14,15695.0
801949601.0,56,2020-03-01,2021-04-25,75288.0
801949701.0,35,2020-02-09,2021-01-24,25414.0
801949901.0,23,2020-02-09,2021-04-25,10448.0
801950001.0,56,2020-02-02,2021-03-28,136052.0
801951701.0,47,2020-01-12,2021-04-25,132329.0
801951801.0,38,2020-02-02,2021-04-25,47304.0
801952001.0,25,2020-03-01,2020-10-11,51368.0
801952601.0,50,2020-03-01,2021-04-25,26704.0
801952701.0,10,2020-03-08,2020-05-17,14374.0
801952801.0,25,2020-03-08,2021-04-11,52947.0
801954301.0,24,2020-03-01,2021-01-24,10492.0
801954401.0,46,2020-03-01,2021-02-28,76658.0
801955201.0,50,2020-03-29,2021-04-18,43393.0
801955301.0,19,2020-03-01,2020-07-12,29146.0
801955601.0,42,2020-04-26,2021-04-25,147591.0
801955701.0,34,2020-03-01,2021-04-25,137962.0
801955801.0,60,2020-03-01,2021-04-25,159606.0
801958301.0,4,2020-03-01,2020-03-22,3266.0
801958401.0,4,2020-03-01,2020-03-22,4869.0
801958601.0,55,2020-03-01,2021-04-25,34679.0
801959501.0,41,2020-03-01,2021-04-25,121060.0
801959901.0,34,2020-03-01,2021-04-25,31403.0
801960001.0,7,2020-03-01,2020-04-19,16651.0
801960201.0,55,2020-03-08,2021-04-25,171661.0
801960301.0,1,2020-04-26,2020-04-26,809.0
801960401.0,45,2020-03-01,2021-04-25,31806.0
801960501.0,45,2020-03-01,2021-04-25,78044.0
801960601.0,19,2020-07-26,2021-04-25,12557.0
801966101.0,49,2020-01-05,2021-03-21,134381.0
801966601.0,26,2020-04-26,2021-04-25,40232.0
801966701.0,44,2020-03-29,2021-04-25,37615.0
801967001.0,20,2020-03-29,2020-11-01,30759.0
801967501.0,4,2020-05-03,2020-07-12,15449.0
801967601.0,2,2020-04-26,2020-05-17,528.0
801969901.0,26,2020-03-01,2021-02-28,111818.0
801971601.0,42,2020-03-01,2021-04-25,29072.0
801971701.0,59,2020-03-08,2021-04-25,246963.0
801974101.0,9,2020-04-26,2020-07-12,15035.0
801975401.0,22,2020-03-08,2020-08-16,28421.0
801975701.0,45,2020-03-29,2021-04-18,149694.0
801975801.0,46,2020-03-08,2021-03-21,89579.0
801977401.0,7,2020-05-24,2020-07-12,25493.0
801978101.0,54,2020-02-02,2021-04-25,42636.0
801978201.0,63,2020-02-02,2021-04-25,74405.0
801978301.0,37,2020-02-16,2021-04-25,79667.0
801978401.0,39,2020-03-29,2021-04-25,69252.0
801978701.0,2,2020-05-24,2020-06-07,3693.0
801981001.0,52,2020-03-01,2021-04-25,88293.0
801981201.0,7,2020-03-08,2020-04-19,18862.0
801983101.0,45,2020-03-01,2021-02-14,58517.0
801983501.0,55,2020-03-01,2021-04-25,108956.0
801984301.0,12,2020-03-29,2020-07-12,18481.0
801984501.0,6,2020-03-29,2020-05-17,15037.0
801985101.0,34,2020-03-01,2020-11-08,46325.0
801985201.0,12,2020-04-26,2020-08-02,17011.0
801985601.0,4,2020-03-29,2020-04-19,4117.0
801986001.0,27,2020-04-26,2021-04-18,48777.0
801988601.0,23,2020-03-29,2021-03-28,17631.0
801988801.0,30,2020-03-29,2021-03-28,35871.0
801989201.0,47,2020-03-08,2021-04-25,20765.0
801989401.0,33,2020-04-26,2021-04-25,30615.0
801989601.0,26,2020-08-30,2021-04-25,53109.0
801990301.0,7,2020-04-26,2020-08-16,7058.0
801991001.0,23,2020-04-12,2021-04-25,35306.0
801991701.0,3,2020-03-29,2020-04-12,4090.0
801992901.0,14,2020-04-26,2020-09-13,15974.0
801994101.0,43,2020-04-26,2021-04-25,31879.0
801994701.0,9,2020-04-05,2020-07-12,8049.0
801996401.0,16,2020-04-26,2021-04-11,46526.0
801996901.0,3,2020-04-26,2020-05-10,2287.0
801997001.0,11,2020-04-26,2020-10-25,7665.0
801997101.0,18,2020-04-26,2021-04-25,25055.0
801997201.0,6,2020-06-21,2020-08-16,25930.0
801997501.0,38,2020-03-29,2021-04-18,27166.0
801997601.0,28,2020-04-26,2021-03-28,35816.0
801998001.0,5,2020-07-05,2020-08-09,18422.0
801998701.0,7,2020-04-26,2020-07-12,30327.0
801998801.0,3,2020-04-26,2020-05-10,6227.0
801998901.0,32,2020-03-29,2021-03-28,54284.0
801999801.0,51,2020-04-26,2021-04-25,92435.0
802000301.0,15,2020-09-20,2021-04-25,5005.0
802000601.0,8,2020-03-29,2020-06-14,6098.0
802000801.0,17,2020-07-05,2020-12-20,16122.0
802002101.0,2,2020-05-10,2020-05-17,1083.0
802002201.0,43,2020-04-26,2021-04-25,55664.0
802002301.0,39,2020-04-26,2021-04-25,123413.0
802003001.0,28,2020-04-12,2021-01-24,28096.0
802003501.0,27,2020-06-28,2021-04-25,31409.0
802003601.0,44,2020-04-26,2021-04-25,69800.0
802003701.0,13,2020-04-26,2020-09-27,28420.0
802003801.0,10,2020-06-21,2020-08-30,14562.0
802004101.0,4,2020-04-26,2020-05-17,4119.0
802005301.0,2,2020-06-07,2020-06-14,487.0
802005501.0,15,2020-04-26,2020-09-06,29302.0
802005801.0,45,2020-04-26,2021-04-25,29747.0
802006601.0,6,2020-03-29,2020-08-02,13309.0
802007601.0,10,2020-04-26,2020-07-12,17805.0
802007701.0,24,2020-05-24,2021-03-28,38892.0
802007801.0,15,2020-07-26,2021-01-31,35222.0
802007901.0,34,2020-07-26,2021-03-28,32693.0
802008101.0,44,2020-05-10,2021-04-25,40089.0
802008701.0,3,2020-04-26,2020-05-10,7809.0
802009301.0,19,2020-05-31,2021-04-18,40688.0
802009401.0,39,2020-06-21,2021-04-25,105117.0
802009801.0,34,2020-04-26,2021-04-25,106120.0
802010401.0,43,2020-04-26,2021-04-25,59964.0
802010701.0,17,2020-04-26,2021-01-31,50002.0
802010801.0,11,2020-04-26,2020-08-16,8668.0
802011301.0,4,2020-04-26,2020-05-17,10491.0
802011401.0,48,2020-05-10,2021-04-25,114624.0
802011501.0,12,2020-04-26,2020-07-12,30777.0
802011901.0,6,2020-05-03,2020-06-14,10630.0
802014101.0,2,2020-05-24,2020-05-31,1471.0
802014401.0,3,2020-05-03,2020-05-17,4600.0
802015601.0,12,2020-05-10,2020-12-06,18905.0
802016101.0,20,2020-05-24,2021-04-11,16628.0
802017101.0,41,2020-06-28,2021-04-18,98655.0
802017201.0,41,2020-06-21,2021-04-25,93974.0
802017501.0,16,2020-04-26,2020-11-29,19422.0
802017801.0,34,2020-05-31,2021-03-21,35769.0
802019001.0,45,2020-05-03,2021-04-25,89705.0
802020901.0,16,2020-07-26,2021-01-03,70349.0
802021201.0,11,2020-05-24,2020-09-27,33641.0
802021301.0,12,2020-05-24,2020-08-16,21537.0
802021801.0,44,2020-06-21,2021-04-25,90295.0
802022001.0,2,2020-08-09,2020-08-16,2493.0
802022801.0,39,2020-05-24,2021-04-25,45055.0
802023601.0,43,2020-05-24,2021-04-25,80189.0
802023701.0,4,2020-05-24,2020-06-14,7260.0
802023901.0,42,2020-05-24,2021-04-25,47521.0
802024001.0,15,2020-06-28,2021-02-28,13174.0
802024101.0,32,2020-05-24,2021-04-25,52930.0
802024801.0,22,2020-05-24,2021-03-28,39351.0
802025601.0,37,2020-04-26,2021-04-25,96356.0
802026001.0,51,2020-04-26,2021-04-25,118381.0
802026101.0,7,2020-05-24,2020-07-12,15079.0
802028001.0,6,2020-08-23,2020-10-11,6894.0
802028201.0,19,2020-06-21,2021-04-18,31677.0
802028401.0,12,2020-06-28,2020-11-01,35396.0
802028801.0,5,2020-09-20,2020-12-20,3947.0
802028901.0,15,2020-06-21,2021-04-11,10834.0
802029101.0,22,2020-05-24,2021-04-25,26805.0
802029201.0,16,2020-05-24,2020-09-13,19820.0
802029401.0,36,2020-05-24,2021-04-25,49067.0
802029801.0,26,2020-05-24,2020-12-06,39226.0
802030401.0,2,2020-08-02,2020-08-16,6112.0
802030501.0,22,2020-08-23,2021-04-18,11854.0
802030601.0,40,2020-05-24,2021-04-18,24017.0
802031301.0,34,2020-05-31,2021-02-21,31180.0
802031401.0,35,2020-07-26,2021-04-25,70696.0
802032301.0,25,2020-06-21,2021-03-28,24219.0
802032701.0,43,2020-05-31,2021-04-25,85265.0
802032801.0,43,2020-05-24,2021-04-18,62718.0
802033001.0,11,2020-05-24,2020-08-16,14546.0
802033101.0,40,2020-05-24,2021-04-25,56167.0
802033301.0,30,2020-07-26,2021-04-25,16178.0
802033401.0,35,2020-05-31,2021-04-25,44458.0
802033501.0,24,2020-06-21,2021-03-28,51566.0
802033601.0,22,2020-07-26,2021-04-11,35049.0
802033701.0,2,2020-05-31,2020-06-07,1560.0
802034101.0,47,2020-05-24,2021-04-25,40391.0
802034201.0,11,2020-05-24,2020-12-06,27709.0
802034301.0,44,2020-05-24,2021-04-25,41353.0
802034501.0,39,2020-07-26,2021-04-25,67632.0
802035001.0,7,2020-05-24,2020-07-05,3619.0
802035101.0,38,2020-06-28,2021-04-25,79803.0
802035301.0,40,2020-05-31,2021-04-25,64184.0
802035401.0,42,2020-05-24,2021-04-18,60001.0
802036101.0,40,2020-06-21,2021-04-25,51920.0
